empid,designation,courseid,course_name,duration_weeks,difficulty_level,completion_rate,learning_path
EMP448,Lead,COURSE007,Deep Learning,2,Intermediate,5.9,Data Science
EMP472,HR,COURSE031,Mobile App Development,5,Advanced,94.45,Cloud Computing
EMP146,Lead,COURSE033,DevOps Fundamentals,4,Intermediate,69.79,Machine Learning
EMP253,SDE2,COURSE047,Data Structures,1,Advanced,98.26,Web Development
EMP076,QA,COURSE033,DevOps Fundamentals,4,Intermediate,93.75,Machine Learning
EMP443,DevOps,COURSE010,Data Visualization,6,Advanced,45.31,Web Development
EMP305,Lead,COURSE021,ITIL Foundation,3,Intermediate,19.44,Cloud Computing
EMP450,QA,COURSE013,Scrum Master Certification,6,Beginner,58.88,Machine Learning
EMP040,Manager,COURSE002,Database Management,2,Beginner,50.95,Cloud Computing
EMP443,DevOps,COURSE018,Blockchain Basics,6,Advanced,57.39,Machine Learning
EMP434,DevOps,COURSE026,Digital Marketing,2,Intermediate,54.63,Web Development
EMP117,Manager,COURSE017,Digital Marketing,5,Beginner,38.46,Machine Learning
EMP382,DevOps,COURSE042,E-commerce Development,6,Beginner,31.51,Cybersecurity
EMP017,Designer,COURSE031,Mobile App Development,5,Advanced,82.21,Cloud Computing
EMP151,Manager,COURSE041,Backend Development,4,Advanced,95.89,Data Science
EMP467,SDE2,COURSE006,Web Development with React,6,Advanced,91.85,Cloud Computing
EMP209,Manager,COURSE022,Web Design,3,Advanced,99.06,Data Science
EMP181,SDE1,COURSE035,Information Security,4,Advanced,53.07,Cybersecurity
EMP008,Manager,COURSE041,Backend Development,4,Advanced,39.85,Data Science
EMP152,HR,COURSE007,Deep Learning,2,Intermediate,19.28,Data Science
EMP493,SDE1,COURSE041,Backend Development,4,Advanced,27.86,Data Science
EMP277,Manager,COURSE021,ITIL Foundation,3,Intermediate,58.86,Cloud Computing
EMP470,SDE1,COURSE034,UI/UX Design,1,Advanced,80.06,Web Development
EMP251,Manager,COURSE007,Deep Learning,2,Intermediate,86.42,Data Science
EMP299,Designer,COURSE016,Backend Development,6,Intermediate,76.68,Data Science
EMP089,SDE1,COURSE023,Machine Learning Basics,4,Beginner,88.2,Cybersecurity
EMP226,Lead,COURSE043,Agile Methodologies,3,Advanced,6.73,Cybersecurity
EMP295,HR,COURSE044,Business Analytics,3,Advanced,15.9,Cybersecurity
EMP446,SDE2,COURSE034,UI/UX Design,1,Advanced,42.27,Web Development
EMP015,Designer,COURSE018,Blockchain Basics,6,Advanced,81.0,Machine Learning
EMP118,Lead,COURSE046,Virtualization Technologies,4,Beginner,29.5,Machine Learning
EMP147,HR,COURSE008,Remote Work Skills,4,Intermediate,18.39,Data Science
EMP236,QA,COURSE010,Data Visualization,6,Advanced,60.07,Web Development
EMP005,DevOps,COURSE031,Mobile App Development,5,Advanced,32.58,Cloud Computing
EMP234,SDE1,COURSE037,Quality Assurance,4,Intermediate,34.41,Cybersecurity
EMP309,Designer,COURSE002,Database Management,2,Beginner,8.24,Cloud Computing
EMP079,HR,COURSE007,Deep Learning,2,Intermediate,78.38,Data Science
EMP440,SDE1,COURSE031,Mobile App Development,5,Advanced,10.94,Cloud Computing
EMP454,SDE2,COURSE037,Quality Assurance,4,Intermediate,4.1,Cybersecurity
EMP019,Manager,COURSE049,Data Science with R,1,Advanced,78.96,Cybersecurity
EMP277,Manager,COURSE041,Backend Development,4,Advanced,47.92,Data Science
EMP455,SDE1,COURSE014,Full Stack Development,1,Advanced,55.73,Web Development
EMP457,Designer,COURSE040,Artificial Intelligence,5,Advanced,75.43,Cybersecurity
EMP085,SDE1,COURSE003,ITIL Foundation,5,Intermediate,69.88,Cloud Computing
EMP164,Designer,COURSE008,Remote Work Skills,4,Intermediate,54.8,Data Science
EMP198,HR,COURSE008,Remote Work Skills,4,Intermediate,81.28,Data Science
EMP156,DevOps,COURSE018,Blockchain Basics,6,Advanced,3.8,Machine Learning
EMP255,Designer,COURSE016,Backend Development,6,Intermediate,24.43,Data Science
EMP445,QA,COURSE017,Digital Marketing,5,Beginner,41.04,Machine Learning
EMP092,Lead,COURSE014,Full Stack Development,1,Advanced,79.07,Web Development
EMP384,HR,COURSE006,Web Development with React,6,Advanced,88.77,Cloud Computing
EMP018,Manager,COURSE031,Mobile App Development,5,Advanced,68.56,Cloud Computing
EMP170,SDE2,COURSE013,Scrum Master Certification,6,Beginner,35.26,Machine Learning
EMP440,SDE1,COURSE047,Data Structures,1,Advanced,76.18,Web Development
EMP371,DevOps,COURSE043,Agile Methodologies,3,Advanced,0.94,Cybersecurity
EMP296,SDE2,COURSE029,Data Analysis with Python,5,Advanced,87.9,Data Science
EMP019,Manager,COURSE014,Full Stack Development,1,Advanced,76.94,Web Development
EMP409,SDE2,COURSE025,Time Management,5,Advanced,13.24,Web Development
EMP339,DevOps,COURSE036,Public Speaking,2,Advanced,47.66,Web Development
EMP418,Designer,COURSE012,Responsive Web Design,3,Beginner,62.15,Machine Learning
EMP357,SDE1,COURSE045,Creative Thinking,5,Intermediate,81.43,Machine Learning
EMP141,Designer,COURSE050,E-commerce Development,2,Intermediate,2.79,Cloud Computing
EMP176,SDE1,COURSE008,Remote Work Skills,4,Intermediate,23.07,Data Science
EMP223,HR,COURSE022,Web Design,3,Advanced,57.13,Data Science
EMP065,Manager,COURSE041,Backend Development,4,Advanced,92.07,Data Science
EMP292,SDE1,COURSE038,Cloud Basics,2,Advanced,29.71,Machine Learning
EMP030,Lead,COURSE025,Time Management,5,Advanced,24.59,Web Development
EMP172,Designer,COURSE046,Virtualization Technologies,4,Beginner,37.3,Machine Learning
EMP428,DevOps,COURSE021,ITIL Foundation,3,Intermediate,43.3,Cloud Computing
EMP074,QA,COURSE013,Scrum Master Certification,6,Beginner,87.57,Machine Learning
EMP065,Manager,COURSE021,ITIL Foundation,3,Intermediate,28.82,Cloud Computing
EMP313,HR,COURSE027,Deep Learning,6,Beginner,8.14,Web Development
EMP238,QA,COURSE033,DevOps Fundamentals,4,Intermediate,61.76,Machine Learning
EMP296,SDE2,COURSE030,Cloud Basics,3,Advanced,96.02,Data Science
EMP171,DevOps,COURSE017,Digital Marketing,5,Beginner,29.01,Machine Learning
EMP097,QA,COURSE003,ITIL Foundation,5,Intermediate,48.26,Cloud Computing
EMP437,SDE2,COURSE037,Quality Assurance,4,Intermediate,85.41,Cybersecurity
EMP126,Manager,COURSE029,Data Analysis with Python,5,Advanced,64.72,Data Science
EMP144,SDE2,COURSE002,Database Management,2,Beginner,39.22,Cloud Computing
EMP302,DevOps,COURSE019,Project Management,1,Advanced,51.84,Cloud Computing
EMP050,SDE2,COURSE013,Scrum Master Certification,6,Beginner,83.59,Machine Learning
EMP266,Designer,COURSE044,Business Analytics,3,Advanced,35.14,Cybersecurity
EMP115,HR,COURSE046,Virtualization Technologies,4,Beginner,18.41,Machine Learning
EMP400,SDE2,COURSE037,Quality Assurance,4,Intermediate,30.39,Cybersecurity
EMP137,Lead,COURSE037,Quality Assurance,4,Intermediate,13.29,Cybersecurity
EMP028,DevOps,COURSE029,Data Analysis with Python,5,Advanced,25.66,Data Science
EMP105,HR,COURSE038,Cloud Basics,2,Advanced,62.59,Machine Learning
EMP333,SDE2,COURSE001,Technical Writing,6,Advanced,18.79,Data Science
EMP283,QA,COURSE028,API Development,4,Intermediate,0.19,Machine Learning
EMP029,Lead,COURSE039,Public Speaking,6,Advanced,3.42,Data Science
EMP107,QA,COURSE008,Remote Work Skills,4,Intermediate,34.86,Data Science
EMP339,DevOps,COURSE046,Virtualization Technologies,4,Beginner,78.0,Machine Learning
EMP160,Designer,COURSE047,Data Structures,1,Advanced,2.71,Web Development
EMP015,Designer,COURSE010,Data Visualization,6,Advanced,22.64,Web Development
EMP248,QA,COURSE045,Creative Thinking,5,Intermediate,0.76,Machine Learning
EMP383,SDE2,COURSE041,Backend Development,4,Advanced,11.21,Data Science
EMP233,SDE1,COURSE047,Data Structures,1,Advanced,23.17,Web Development
EMP215,SDE2,COURSE003,ITIL Foundation,5,Intermediate,74.34,Cloud Computing
EMP214,SDE2,COURSE020,UI/UX Design,5,Advanced,88.22,Web Development
EMP131,QA,COURSE030,Cloud Basics,3,Advanced,17.73,Data Science
EMP270,SDE2,COURSE011,Python for Data Science,6,Advanced,47.83,Machine Learning
EMP155,HR,COURSE028,API Development,4,Intermediate,20.27,Machine Learning
EMP437,SDE2,COURSE047,Data Structures,1,Advanced,80.47,Web Development
EMP053,Lead,COURSE021,ITIL Foundation,3,Intermediate,90.24,Cloud Computing
EMP487,SDE1,COURSE025,Time Management,5,Advanced,61.06,Web Development
EMP383,SDE2,COURSE012,Responsive Web Design,3,Beginner,85.55,Machine Learning
EMP432,Manager,COURSE018,Blockchain Basics,6,Advanced,48.72,Machine Learning
EMP035,SDE1,COURSE031,Mobile App Development,5,Advanced,57.21,Cloud Computing
EMP334,Designer,COURSE024,Software Engineering,6,Beginner,32.11,Machine Learning
EMP307,HR,COURSE034,UI/UX Design,1,Advanced,21.19,Web Development
EMP117,Manager,COURSE025,Time Management,5,Advanced,97.49,Web Development
EMP004,Lead,COURSE001,Technical Writing,6,Advanced,56.65,Data Science
EMP337,Designer,COURSE032,ITIL Foundation,4,Beginner,57.73,Data Science
EMP220,QA,COURSE002,Database Management,2,Beginner,57.4,Cloud Computing
EMP422,HR,COURSE027,Deep Learning,6,Beginner,91.01,Web Development
EMP383,SDE2,COURSE013,Scrum Master Certification,6,Beginner,13.63,Machine Learning
EMP079,HR,COURSE036,Public Speaking,2,Advanced,51.01,Web Development
EMP371,DevOps,COURSE035,Information Security,4,Advanced,51.7,Cybersecurity
EMP471,Manager,COURSE017,Digital Marketing,5,Beginner,54.3,Machine Learning
EMP175,SDE1,COURSE010,Data Visualization,6,Advanced,82.75,Web Development
EMP287,SDE2,COURSE017,Digital Marketing,5,Beginner,11.77,Machine Learning
EMP432,Manager,COURSE002,Database Management,2,Beginner,47.59,Cloud Computing
EMP037,HR,COURSE010,Data Visualization,6,Advanced,90.2,Web Development
EMP062,HR,COURSE044,Business Analytics,3,Advanced,12.51,Cybersecurity
EMP031,Manager,COURSE001,Technical Writing,6,Advanced,78.76,Data Science
EMP370,SDE1,COURSE048,Network Security,5,Advanced,40.73,Machine Learning
EMP169,SDE2,COURSE050,E-commerce Development,2,Intermediate,63.4,Cloud Computing
EMP277,Manager,COURSE032,ITIL Foundation,4,Beginner,45.73,Data Science
EMP182,SDE2,COURSE010,Data Visualization,6,Advanced,4.96,Web Development
EMP102,Lead,COURSE012,Responsive Web Design,3,Beginner,1.33,Machine Learning
EMP421,Lead,COURSE036,Public Speaking,2,Advanced,65.46,Web Development
EMP400,SDE2,COURSE048,Network Security,5,Advanced,44.26,Machine Learning
EMP214,SDE2,COURSE001,Technical Writing,6,Advanced,65.45,Data Science
EMP453,QA,COURSE049,Data Science with R,1,Advanced,46.34,Cybersecurity
EMP481,Designer,COURSE019,Project Management,1,Advanced,28.69,Cloud Computing
EMP339,DevOps,COURSE029,Data Analysis with Python,5,Advanced,29.1,Data Science
EMP057,Manager,COURSE018,Blockchain Basics,6,Advanced,90.03,Machine Learning
EMP211,QA,COURSE001,Technical Writing,6,Advanced,22.89,Data Science
EMP087,DevOps,COURSE002,Database Management,2,Beginner,4.35,Cloud Computing
EMP185,Designer,COURSE004,Network Security,5,Beginner,1.49,Data Science
EMP205,HR,COURSE035,Information Security,4,Advanced,40.3,Cybersecurity
EMP112,SDE2,COURSE041,Backend Development,4,Advanced,80.94,Data Science
EMP399,DevOps,COURSE044,Business Analytics,3,Advanced,22.33,Cybersecurity
EMP184,SDE1,COURSE044,Business Analytics,3,Advanced,45.55,Cybersecurity
EMP044,SDE1,COURSE030,Cloud Basics,3,Advanced,7.68,Data Science
EMP419,Lead,COURSE020,UI/UX Design,5,Advanced,23.31,Web Development
EMP416,Lead,COURSE027,Deep Learning,6,Beginner,53.65,Web Development
EMP109,Designer,COURSE028,API Development,4,Intermediate,32.9,Machine Learning
EMP422,HR,COURSE032,ITIL Foundation,4,Beginner,74.23,Data Science
EMP036,SDE2,COURSE024,Software Engineering,6,Beginner,9.05,Machine Learning
EMP325,HR,COURSE018,Blockchain Basics,6,Advanced,30.02,Machine Learning
EMP037,HR,COURSE032,ITIL Foundation,4,Beginner,95.07,Data Science
EMP150,DevOps,COURSE006,Web Development with React,6,Advanced,53.15,Cloud Computing
EMP239,Manager,COURSE035,Information Security,4,Advanced,40.21,Cybersecurity
EMP107,QA,COURSE018,Blockchain Basics,6,Advanced,13.36,Machine Learning
EMP436,QA,COURSE037,Quality Assurance,4,Intermediate,53.98,Cybersecurity
EMP263,DevOps,COURSE013,Scrum Master Certification,6,Beginner,2.44,Machine Learning
EMP315,HR,COURSE022,Web Design,3,Advanced,19.82,Data Science
EMP081,SDE1,COURSE036,Public Speaking,2,Advanced,4.85,Web Development
EMP321,Lead,COURSE009,Networking Essentials,1,Intermediate,64.49,Cloud Computing
EMP227,SDE2,COURSE020,UI/UX Design,5,Advanced,58.9,Web Development
EMP454,SDE2,COURSE031,Mobile App Development,5,Advanced,38.95,Cloud Computing
EMP109,Designer,COURSE039,Public Speaking,6,Advanced,28.51,Data Science
EMP491,SDE1,COURSE010,Data Visualization,6,Advanced,75.16,Web Development
EMP432,Manager,COURSE028,API Development,4,Intermediate,56.29,Machine Learning
EMP487,SDE1,COURSE015,Database Management,3,Advanced,43.44,Cybersecurity
EMP172,Designer,COURSE040,Artificial Intelligence,5,Advanced,15.81,Cybersecurity
EMP472,HR,COURSE021,ITIL Foundation,3,Intermediate,82.58,Cloud Computing
EMP495,SDE2,COURSE021,ITIL Foundation,3,Intermediate,17.38,Cloud Computing
EMP438,SDE2,COURSE035,Information Security,4,Advanced,2.97,Cybersecurity
EMP099,HR,COURSE013,Scrum Master Certification,6,Beginner,44.53,Machine Learning
EMP146,Lead,COURSE023,Machine Learning Basics,4,Beginner,30.92,Cybersecurity
EMP035,SDE1,COURSE042,E-commerce Development,6,Beginner,50.55,Cybersecurity
EMP272,HR,COURSE034,UI/UX Design,1,Advanced,38.21,Web Development
EMP433,SDE2,COURSE017,Digital Marketing,5,Beginner,52.49,Machine Learning
EMP242,DevOps,COURSE011,Python for Data Science,6,Advanced,58.97,Machine Learning
EMP323,SDE1,COURSE043,Agile Methodologies,3,Advanced,58.11,Cybersecurity
EMP439,HR,COURSE026,Digital Marketing,2,Intermediate,66.27,Web Development
EMP465,DevOps,COURSE042,E-commerce Development,6,Beginner,69.29,Cybersecurity
EMP379,DevOps,COURSE022,Web Design,3,Advanced,95.48,Data Science
EMP425,HR,COURSE005,Machine Learning Basics,4,Advanced,71.52,Machine Learning
EMP321,Lead,COURSE028,API Development,4,Intermediate,89.93,Machine Learning
EMP448,Lead,COURSE039,Public Speaking,6,Advanced,73.97,Data Science
EMP238,QA,COURSE039,Public Speaking,6,Advanced,95.31,Data Science
EMP415,Lead,COURSE008,Remote Work Skills,4,Intermediate,18.52,Data Science
EMP316,QA,COURSE039,Public Speaking,6,Advanced,18.03,Data Science
EMP355,SDE2,COURSE042,E-commerce Development,6,Beginner,61.57,Cybersecurity
EMP056,QA,COURSE029,Data Analysis with Python,5,Advanced,78.71,Data Science
EMP464,HR,COURSE009,Networking Essentials,1,Intermediate,55.92,Cloud Computing
EMP431,SDE1,COURSE040,Artificial Intelligence,5,Advanced,2.63,Cybersecurity
EMP368,Designer,COURSE025,Time Management,5,Advanced,55.98,Web Development
EMP068,SDE1,COURSE012,Responsive Web Design,3,Beginner,21.95,Machine Learning
EMP408,QA,COURSE039,Public Speaking,6,Advanced,84.93,Data Science
EMP294,SDE2,COURSE018,Blockchain Basics,6,Advanced,85.31,Machine Learning
EMP208,DevOps,COURSE044,Business Analytics,3,Advanced,23.81,Cybersecurity
EMP006,HR,COURSE001,Technical Writing,6,Advanced,29.01,Data Science
EMP271,SDE1,COURSE005,Machine Learning Basics,4,Advanced,13.38,Machine Learning
EMP315,HR,COURSE033,DevOps Fundamentals,4,Intermediate,64.38,Machine Learning
EMP403,Lead,COURSE015,Database Management,3,Advanced,36.18,Cybersecurity
EMP070,SDE1,COURSE024,Software Engineering,6,Beginner,73.34,Machine Learning
EMP198,HR,COURSE018,Blockchain Basics,6,Advanced,38.1,Machine Learning
EMP492,HR,COURSE037,Quality Assurance,4,Intermediate,56.65,Cybersecurity
EMP297,Designer,COURSE044,Business Analytics,3,Advanced,97.27,Cybersecurity
EMP038,Designer,COURSE045,Creative Thinking,5,Intermediate,77.76,Machine Learning
EMP305,Lead,COURSE045,Creative Thinking,5,Intermediate,91.19,Machine Learning
EMP167,SDE2,COURSE037,Quality Assurance,4,Intermediate,25.7,Cybersecurity
EMP296,SDE2,COURSE045,Creative Thinking,5,Intermediate,60.18,Machine Learning
EMP360,DevOps,COURSE030,Cloud Basics,3,Advanced,59.95,Data Science
EMP356,SDE2,COURSE014,Full Stack Development,1,Advanced,30.91,Web Development
EMP493,SDE1,COURSE022,Web Design,3,Advanced,70.94,Data Science
EMP195,DevOps,COURSE018,Blockchain Basics,6,Advanced,91.08,Machine Learning
EMP473,SDE2,COURSE037,Quality Assurance,4,Intermediate,43.37,Cybersecurity
EMP433,SDE2,COURSE019,Project Management,1,Advanced,23.63,Cloud Computing
EMP125,Designer,COURSE025,Time Management,5,Advanced,13.15,Web Development
EMP046,Manager,COURSE050,E-commerce Development,2,Intermediate,33.57,Cloud Computing
EMP201,Designer,COURSE049,Data Science with R,1,Advanced,26.16,Cybersecurity
EMP017,Designer,COURSE009,Networking Essentials,1,Intermediate,6.46,Cloud Computing
EMP469,Designer,COURSE016,Backend Development,6,Intermediate,83.62,Data Science
EMP367,Designer,COURSE020,UI/UX Design,5,Advanced,18.87,Web Development
EMP215,SDE2,COURSE012,Responsive Web Design,3,Beginner,43.79,Machine Learning
EMP344,Lead,COURSE003,ITIL Foundation,5,Intermediate,43.53,Cloud Computing
EMP129,DevOps,COURSE024,Software Engineering,6,Beginner,82.87,Machine Learning
EMP071,QA,COURSE019,Project Management,1,Advanced,83.41,Cloud Computing
EMP142,SDE2,COURSE011,Python for Data Science,6,Advanced,52.04,Machine Learning
EMP370,SDE1,COURSE049,Data Science with R,1,Advanced,74.26,Cybersecurity
EMP310,Lead,COURSE033,DevOps Fundamentals,4,Intermediate,58.04,Machine Learning
EMP345,QA,COURSE019,Project Management,1,Advanced,64.94,Cloud Computing
EMP435,SDE1,COURSE007,Deep Learning,2,Intermediate,39.05,Data Science
EMP423,Designer,COURSE043,Agile Methodologies,3,Advanced,67.43,Cybersecurity
EMP442,DevOps,COURSE042,E-commerce Development,6,Beginner,3.31,Cybersecurity
EMP499,Lead,COURSE021,ITIL Foundation,3,Intermediate,93.05,Cloud Computing
EMP073,SDE1,COURSE042,E-commerce Development,6,Beginner,85.52,Cybersecurity
EMP110,Manager,COURSE039,Public Speaking,6,Advanced,55.7,Data Science
EMP101,HR,COURSE009,Networking Essentials,1,Intermediate,8.23,Cloud Computing
EMP064,Lead,COURSE026,Digital Marketing,2,Intermediate,92.21,Web Development
EMP301,SDE2,COURSE031,Mobile App Development,5,Advanced,52.31,Cloud Computing
EMP295,HR,COURSE042,E-commerce Development,6,Beginner,60.72,Cybersecurity
EMP317,DevOps,COURSE021,ITIL Foundation,3,Intermediate,56.45,Cloud Computing
EMP362,QA,COURSE032,ITIL Foundation,4,Beginner,49.63,Data Science
EMP300,SDE2,COURSE048,Network Security,5,Advanced,29.6,Machine Learning
EMP489,Designer,COURSE017,Digital Marketing,5,Beginner,60.02,Machine Learning
EMP461,DevOps,COURSE004,Network Security,5,Beginner,18.06,Data Science
EMP131,QA,COURSE017,Digital Marketing,5,Beginner,76.53,Machine Learning
EMP484,HR,COURSE013,Scrum Master Certification,6,Beginner,32.73,Machine Learning
EMP234,SDE1,COURSE012,Responsive Web Design,3,Beginner,96.4,Machine Learning
EMP373,HR,COURSE005,Machine Learning Basics,4,Advanced,61.01,Machine Learning
EMP045,Manager,COURSE002,Database Management,2,Beginner,93.03,Cloud Computing
EMP315,HR,COURSE034,UI/UX Design,1,Advanced,50.01,Web Development
EMP073,SDE1,COURSE046,Virtualization Technologies,4,Beginner,13.57,Machine Learning
EMP311,SDE2,COURSE043,Agile Methodologies,3,Advanced,72.69,Cybersecurity
EMP325,HR,COURSE003,ITIL Foundation,5,Intermediate,76.86,Cloud Computing
EMP114,DevOps,COURSE030,Cloud Basics,3,Advanced,79.93,Data Science
EMP445,QA,COURSE045,Creative Thinking,5,Intermediate,35.31,Machine Learning
EMP206,Lead,COURSE032,ITIL Foundation,4,Beginner,87.12,Data Science
EMP437,SDE2,COURSE034,UI/UX Design,1,Advanced,42.77,Web Development
EMP328,SDE2,COURSE034,UI/UX Design,1,Advanced,94.26,Web Development
EMP462,HR,COURSE025,Time Management,5,Advanced,67.12,Web Development
EMP282,Manager,COURSE031,Mobile App Development,5,Advanced,54.26,Cloud Computing
EMP354,QA,COURSE017,Digital Marketing,5,Beginner,11.43,Machine Learning
EMP141,Designer,COURSE042,E-commerce Development,6,Beginner,58.3,Cybersecurity
EMP405,SDE1,COURSE014,Full Stack Development,1,Advanced,87.06,Web Development
EMP102,Lead,COURSE029,Data Analysis with Python,5,Advanced,21.21,Data Science
EMP018,Manager,COURSE026,Digital Marketing,2,Intermediate,43.79,Web Development
EMP327,SDE1,COURSE011,Python for Data Science,6,Advanced,33.0,Machine Learning
EMP080,Lead,COURSE043,Agile Methodologies,3,Advanced,10.12,Cybersecurity
EMP185,Designer,COURSE015,Database Management,3,Advanced,92.73,Cybersecurity
EMP372,DevOps,COURSE042,E-commerce Development,6,Beginner,8.24,Cybersecurity
EMP141,Designer,COURSE032,ITIL Foundation,4,Beginner,30.19,Data Science
EMP431,SDE1,COURSE030,Cloud Basics,3,Advanced,52.75,Data Science
EMP268,Designer,COURSE005,Machine Learning Basics,4,Advanced,88.05,Machine Learning
EMP032,QA,COURSE012,Responsive Web Design,3,Beginner,69.08,Machine Learning
EMP231,HR,COURSE038,Cloud Basics,2,Advanced,83.64,Machine Learning
EMP463,QA,COURSE016,Backend Development,6,Intermediate,12.36,Data Science
EMP460,Manager,COURSE010,Data Visualization,6,Advanced,59.15,Web Development
EMP051,SDE1,COURSE050,E-commerce Development,2,Intermediate,88.51,Cloud Computing
EMP161,HR,COURSE001,Technical Writing,6,Advanced,2.83,Data Science
EMP396,HR,COURSE049,Data Science with R,1,Advanced,91.65,Cybersecurity
EMP348,SDE1,COURSE011,Python for Data Science,6,Advanced,99.83,Machine Learning
EMP125,Designer,COURSE033,DevOps Fundamentals,4,Intermediate,18.27,Machine Learning
EMP108,Designer,COURSE017,Digital Marketing,5,Beginner,4.65,Machine Learning
EMP165,Lead,COURSE045,Creative Thinking,5,Intermediate,35.19,Machine Learning
EMP229,DevOps,COURSE044,Business Analytics,3,Advanced,9.32,Cybersecurity
EMP084,SDE1,COURSE045,Creative Thinking,5,Intermediate,20.31,Machine Learning
EMP469,Designer,COURSE011,Python for Data Science,6,Advanced,41.06,Machine Learning
